Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Compatible Devices (product.metafields.product.compatible_devices),Age group (product.metafields.shopify.age-group),Case type (product.metafields.shopify.case-type),Color (product.metafields.shopify.color-pattern),Earphone features (product.metafields.shopify.earphone-features),Electronic game genre (product.metafields.shopify.electronic-game-genre),MagSafe compatibility (product.metafields.shopify.magsafe-compatibility),Mobile phone case features (product.metafields.shopify.mobile-phone-case-features),Personalization options (product.metafields.shopify.personalization-options),Recommended age group (product.metafields.shopify.recommended-age-group),Toy/Game material (product.metafields.shopify.toy-game-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
fuffi-s24-pro-smartphone-cellphone-android-12-6-8inch-screen-8-256gb-16-32mp-mobile-phone-4100mah-google-play-store-phone,,,,,,,,,Case,,,6GB  128GB,,,,,14:1052#Case;200000828:200003982#6GB  128GB,500.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,17.08,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S48a6af0eb62f49718417b545e9ef187fP.webp?v=1765812163,5,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sd329e11be9bb42e2bc0264319c9e6546X.webp?v=1765812163,kg,,14.23,
fuffi-s24-pro-smartphone-cellphone-android-12-6-8inch-screen-8-256gb-16-32mp-mobile-phone-4100mah-google-play-store-phone,,,,,,,,,Black,,,8GB  256GB,,,,,14:29#Black;200000828:200003983#8GB  256GB,500.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,189.52,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sf8411d4fc5a94c41aba0dcda88ca4249A.webp?v=1765812163,6,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S93c0301b14fa4f6aa20866e82edb49edT.webp?v=1765812163,kg,,84.52,
fuffi-s24-pro-smartphone-cellphone-android-12-6-8inch-screen-8-256gb-16-32mp-mobile-phone-4100mah-google-play-store-phone,,,,,,,,,Yellow,,,6GB  128GB,,,,,14:691#Yellow;200000828:200003982#6GB  128GB,500.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,178.81,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S095e109e58954d2ebae17a6225841805d.webp?v=1765812163,7,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sdfbc108cfcdb43f092f182505a8093b1P.webp?v=1765812163,kg,,73.81,
fuffi-s24-pro-smartphone-cellphone-android-12-6-8inch-screen-8-256gb-16-32mp-mobile-phone-4100mah-google-play-store-phone,,,,,,,,,Blue,,,6GB  128GB,,,,,14:366#Blue;200000828:200003982#6GB  128GB,500.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,178.81,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S93c0301b14fa4f6aa20866e82edb49edT.webp?v=1765812163,8,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S468b7d8479e249fe9c5f33b0c32d7a90O.webp?v=1765812163,kg,,73.81,
fuffi-s24-pro-smartphone-cellphone-android-12-6-8inch-screen-8-256gb-16-32mp-mobile-phone-4100mah-google-play-store-phone,,,,,,,,,Purple,,,8GB  256GB,,,,,14:10#Purple;200000828:200003983#8GB  256GB,500.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,189.52,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sef58089e94f1435f906d1cc26dfea2ccF.webp?v=1765812163,9,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S095e109e58954d2ebae17a6225841805d.webp?v=1765812163,kg,,84.52,
fuffi-s24-pro-smartphone-cellphone-android-12-6-8inch-screen-8-256gb-16-32mp-mobile-phone-4100mah-google-play-store-phone,,,,,,,,,Yellow,,,8GB  256GB,,,,,14:691#Yellow;200000828:200003983#8GB  256GB,500.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,189.52,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sd329e11be9bb42e2bc0264319c9e6546X.webp?v=1765812163,10,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sdfbc108cfcdb43f092f182505a8093b1P.webp?v=1765812163,kg,,84.52,
fuffi-s24-pro-smartphone-cellphone-android-12-6-8inch-screen-8-256gb-16-32mp-mobile-phone-4100mah-google-play-store-phone,,,,,,,,,Silver,,,8GB  256GB,,,,,14:193#Silver;200000828:200003983#8GB  256GB,500.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,189.52,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sdfbc108cfcdb43f092f182505a8093b1P.webp?v=1765812163,11,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sef58089e94f1435f906d1cc26dfea2ccF.webp?v=1765812163,kg,,84.52,
fuffi-s24-pro-smartphone-cellphone-android-12-6-8inch-screen-8-256gb-16-32mp-mobile-phone-4100mah-google-play-store-phone,,,,,,,,,Grey,,,8GB  256GB,,,,,14:175#Grey;200000828:200003983#8GB  256GB,500.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,189.52,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S468b7d8479e249fe9c5f33b0c32d7a90O.webp?v=1765812163,12,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Se6459d63acdc4e7db95e8c9a63557d79s.webp?v=1765812162,kg,,84.52,
fuffi-s24-pro-smartphone-cellphone-android-12-6-8inch-screen-8-256gb-16-32mp-mobile-phone-4100mah-google-play-store-phone,,,,,,,,,Blue,,,8GB  256GB,,,,,14:366#Blue;200000828:200003983#8GB  256GB,500.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,189.52,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Se6459d63acdc4e7db95e8c9a63557d79s.webp?v=1765812162,13,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S468b7d8479e249fe9c5f33b0c32d7a90O.webp?v=1765812163,kg,,84.52,
fuffi-s24-pro-smartphone-cellphone-android-12-6-8inch-screen-8-256gb-16-32mp-mobile-phone-4100mah-google-play-store-phone,,,,,,,,,Case,,,8GB  256GB,,,,,14:1052#Case;200000828:200003983#8GB  256GB,500.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,189.52,0.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sd329e11be9bb42e2bc0264319c9e6546X.webp?v=1765812163,kg,,84.52,
large-size-angry-rabbit-plush-toy-cute-animal-plushie-doll-kawaii-stuffed-soft-toys-model-room-decor-birthday-gifts,Large Size Angry Rabbit Plush Toy Cute Animal Plushie Doll Kawaii Stuffed Soft Toys Model Room Decor Birthday Gifts,"<h1>SPECIFICATIONS</h1><p><span>Animals</span>: <span style=""color:#333"">Rabbit</span></p><p><span>Brand Name</span>: <span style=""color:#333"">NoEnName_Null</span></p><p><span>CN</span>: <span style=""color:#333"">Guangdong</span></p><p><span>Certification</span>: <span style=""color:#333"">CE</span></p><p><span>Choice</span>: <span style=""color:#333"">yes</span></p><p><span>Features</span>: <span style=""color:#333"">Stuffed &amp; Plush</span></p><p><span>Filling</span>: <span style=""color:#333"">PP Cotton</span></p><p><span>Form</span>: <span style=""color:#333"">Genius</span></p><p><span>Gender</span>: <span style=""color:#333"">Unisex</span></p><p><span>High-concerned chemical</span>: <span style=""color:#333"">None</span></p><p><span>Item Type</span>: <span style=""color:#333"">Animals</span></p><p><span>Material</span>: <span style=""color:#333"">COTTON</span></p><p><span>Origin</span>: <span style=""color:#333"">Mainland China</span></p><p><span>Recommend Age</span>: <span style=""color:#333"">18+,14+y</span></p><p><span>Theme</span>: <span style=""color:#333"">TV &amp; Movie Character</span></p><p><span>Type</span>: <span style=""color:#333"">Plush/Nano Doll</span></p>",My Store,Toys & Games > Toys,"","",false,Color,WHITE,,Height,30cm,,,,,14:29;152:201336174#30cm,233.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,12.26,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S8088a06cd0924e919067070208df2362t.webp?v=1765812231,1,"",false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S288c80a097b946c1b1c58b0fc81553feB.webp?v=1765812231,kg,,8.23,draft
large-size-angry-rabbit-plush-toy-cute-animal-plushie-doll-kawaii-stuffed-soft-toys-model-room-decor-birthday-gifts,,,,,,,,,WHITE,,,38cm,,,,,14:29;152:201336175#38cm,233.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,19.66,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S2a77f675eef44e31b3bfd6f922f4b00bO.webp?v=1765812232,2,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S288c80a097b946c1b1c58b0fc81553feB.webp?v=1765812231,kg,,14.39,
large-size-angry-rabbit-plush-toy-cute-animal-plushie-doll-kawaii-stuffed-soft-toys-model-room-decor-birthday-gifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Se82edef873da4cb689802c930c316bec4.webp?v=1765812232,3,"",,,,,,,,,,,,,,,,,,,,,,,
large-size-angry-rabbit-plush-toy-cute-animal-plushie-doll-kawaii-stuffed-soft-toys-model-room-decor-birthday-gifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sbbbf63f46a024341aa65cfaa246009944.webp?v=1765812231,4,"",,,,,,,,,,,,,,,,,,,,,,,
large-size-angry-rabbit-plush-toy-cute-animal-plushie-doll-kawaii-stuffed-soft-toys-model-room-decor-birthday-gifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S288c80a097b946c1b1c58b0fc81553feB.webp?v=1765812231,5,"",,,,,,,,,,,,,,,,,,,,,,,
new-disney-cartoon-stitch-angel-scrump-plush-dolls-anime-toys-lilo-stitch-stich-plush-stuffed-toys-children-birthday-gifts,New Disney Cartoon Stitch Angel Scrump Plush Dolls Anime Toys Lilo & Stitch Stich Plush Stuffed Toys Children Birthday Gifts,"<h1>SPECIFICATIONS</h1><p><span>Brand Name</span>: <span style=""color:#333"">Disney</span></p><p><span>CN</span>: <span style=""color:#333"">Guangdong</span></p><p><span>Certification</span>: <span style=""color:#333"">CE</span></p><p><span>Choice</span>: <span style=""color:#333"">yes</span></p><p><span>Dimensions</span>: <span style=""color:#333"">25CM</span></p><p><span>Features</span>: <span style=""color:#333"">Movie &amp; TV</span></p><p><span>Filling</span>: <span style=""color:#333"">PP Cotton</span></p><p><span>Gender</span>: <span style=""color:#333"">Unisex</span></p><p><span>High-concerned chemical</span>: <span style=""color:#333"">None</span></p><p><span>Material</span>: <span style=""color:#333"">POLYESTER</span></p><p><span>Model Number</span>: <span style=""color:#333"">PP264612</span></p><p><span>Origin</span>: <span style=""color:#333"">Mainland China</span></p><p><span>Recommend Age</span>: <span style=""color:#333"">18+,14+y,3-6Y,6-12Y</span></p><p><span>Warning</span>: <span style=""color:#333"">DO NOT NEAR FIRE</span></p>",My Store,Toys & Games > Toys,"","",false,Color,Scrump-30cm,,,,,,,,14:4812#Scrump-30cm,169.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,11.49,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sd68562d0363047298d59f22fdd22db29i.webp?v=1765812233,1,"",false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sced920eee3194654bb882e9fbbbfcf34r.webp?v=1765812233,kg,,6.85,draft
new-disney-cartoon-stitch-angel-scrump-plush-dolls-anime-toys-lilo-stitch-stich-plush-stuffed-toys-children-birthday-gifts,,,,,,,,,Stitch-25cm,,,,,,,,14:29#Stitch-25cm,169.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,11.47,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S5b2c4c4ca92b4d1ab9425b1ebf1dc556a.webp?v=1765812233,2,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sf8efa92abb2949ba85c1e848e5e521d5G.webp?v=1765812233,kg,,6.83,
new-disney-cartoon-stitch-angel-scrump-plush-dolls-anime-toys-lilo-stitch-stich-plush-stuffed-toys-children-birthday-gifts,,,,,,,,,Angel-25cm,,,,,,,,14:2369#Angel-25cm,169.0,dsers-fulfillment-service,continue,dsers-fulfillment-service,11.70,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/S8616856b646c46ed82652268c81af9b9t.webp?v=1765812233,3,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sd68562d0363047298d59f22fdd22db29i.webp?v=1765812233,kg,,7.01,
new-disney-cartoon-stitch-angel-scrump-plush-dolls-anime-toys-lilo-stitch-stich-plush-stuffed-toys-children-birthday-gifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sc9328a97f4ac4f2280b1aed8b806f83fI.webp?v=1765812233,4,"",,,,,,,,,,,,,,,,,,,,,,,
new-disney-cartoon-stitch-angel-scrump-plush-dolls-anime-toys-lilo-stitch-stich-plush-stuffed-toys-children-birthday-gifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sf766cc94b2c84af584815f4c86e19be2t.webp?v=1765812233,5,"",,,,,,,,,,,,,,,,,,,,,,,
new-disney-cartoon-stitch-angel-scrump-plush-dolls-anime-toys-lilo-stitch-stich-plush-stuffed-toys-children-birthday-gifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0715/6816/2972/files/Sced920eee3194654bb882e9fbbbfcf34r.webp?v=1765812233,6,"",,,,,,,,,,,,,,,,,,,,,,,
